Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
23,K298,I.S. 363 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOFTOP GARDEN,"CM, F&E",PNS,PNS,PNS,PNS,117586,291192,0.00,DSF: 0000866326
23,K298,I.S. 363 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,66000,66000,0.00,DSF: 0000866674
23,K298,I.S. 363 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOFTOP GARDEN,Construction,PNS,PNS,PNS,PNS,1724589,4270815,0.00,DSF: 0000866326
23,K298,I.S. 363 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOFTOP GARDEN,Design,PNS,PNS,PNS,PNS,117586,72620,3195.00,DSF: 0000866326
23,K298,I.S. 363 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,4500,4500,0.00,DSF: 0000866674
23,K298,I.S. 363 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0.00,DSF: 0000866674
23,K298,I.S. 363 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOFTOP GARDEN,Scope,Complete,01/12/2018,05/30/2018,05/15/2018,0,44966,44966.00,DSF: 0000866326
23,K298,P.S. 298 - BROOKLYN,SCA Furniture & Equi,FY19 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,225000,225000,0.00,DSF: 0000889752
32,K299,P.S. 299 - BROOKLYN,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,03/26/2019,DIIR,,50000,50000,49625.00,DSF: 0000890089
32,K299,P.S. 299 - BROOKLYN,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,03/26/2019,DIIR,,100000,100000,99248.00,DSF: 0000890015
32,K299,P.S. 299 - BROOKLYN,SCA IEH,"IEH PO18-RMS 431,430A,429,428,426,425,424,423,420",Construction,Complete,09/06/2018,IEH,11/11/2018,IEH,203015,0.00,DSF: 0000053585
32,K299,P.S. 299 - BROOKLYN,SCA IEH,IEH PO18-HALLWAY BY RM 421,Construction,Complete,01/18/2019,IEH,02/02/2019,IEH,19052,0.00,DSF: 0000055886
19,K302,I.S. 302 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,DIIT,,DIIT,617990,0.00,DSF: 0000776905
19,K302,VISTA ACADEMY - BROOKLYN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",In-Progress,12/03/2018,08/29/2019,,180091,150672,37303.00,DSF: 0000868112
19,K302,VISTA ACADEMY - BROOKLYN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,In-Progress,12/03/2018,08/29/2019,,223709,204402,14267.00,DSF: 0000868112
19,K302,VISTA ACADEMY - BROOKLYN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,Complete,05/07/2018,10/31/2018,07/11/2018,21123,14969,14969.00,DSF: 0000868112
19,K302,VISTA ACADEMY - BROOKLYN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,04/24/2018,08/22/2018,05/07/2018,5761,3726,3726.00,DSF: 0000868112
19,K302,LIBERTY AVENUE MIDDLE SCHOOL,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,105923,99923,99923.00,DSF: 0000866681
19,K302,LIBERTY AVENUE MIDDLE SCHOOL,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,88000,88000,0.00,DSF: 0000866681
19,K302,LIBERTY AVENUE MIDDLE SCHOOL,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,6000,6000,0.00,DSF: 0000866681
19,K302,LIBERTY AVENUE MIDDLE SCHOOL,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0.00,DSF: 0000866681
19,K302,VISTA ACADEMY - BROOKLYN,SCA Furniture & Equi,FY19 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,225000,225000,0.00,DSF: 0000889812
19,K302,SCHOOL BASED HEALTH CENTER - B,SCA IEH,IEH PO18-1ST FL 6X10 OUTSIDE MENS RM,Construction,In-Progress,02/06/2019,IEH,,IEH,172770,0.00,DSF: 0000056187
19,K302,SCHOOL BASED HEALTH CENTER - B,SCA IEH,"IEH PO18-RM 140, OUTSIDE RM 303 IN HALL,OUTSIDE RM",Construction,Complete,10/17/2018,IEH,12/29/2018,IEH,32492,0.00,DSF: 0000054307
21,K303,R. CARSON SCL OF COASTAL ST-K,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,39000,39000,0.00,DSF: 0000890096
21,K303,I.S. 303 - BROOKLYN,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,100000,100000,0.00,DSF: 0000890090
21,K303,I.S. 303 - BROOKLYN,DOE- RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,PNS,PNS,PNS,100000,0,0.00,DSF: 0000844937
21,K303,R. CARSON SCL OF COASTAL ST-K,DOE- RESOA,FY19 RESO A LEARNING GARDEN,Construction,PNS,PNS,PNS,PNS,500000,0,0.00,DSF: 0000890786
21,K303,I.S. 303 - BROOKLYN,DOE- RESOA,FY19 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,350000,0,0.00,DSF: 0000912360
21,K303,R. CARSON SCL OF COASTAL ST-K,DOE- RESOA,FY17 RESO A TOILETS-STUDENTS,Construction,In-Progress,09/10/2018,DOER,,128168,131337,131337.00,DSF: 0000844946
21,K303,I.S. 303 - BROOKLYN,DOE - Skilled Trades,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,Complete,11/16/2017,DOES,07/18/2018,DOES,2993,2993.00,DSF: 0000866831
21,K303,I.S. 303 - BROOKLYN,Fast Track Projects,LSP REPLACE DANCE FLOOR,Construction,In-Progress,02/07/2019,FTK,,FTK,69975,0.00,DSF: 0000911833
21,K303,I.S. 303 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,2100,2100,0.00,DSF: 0000912352
21,K303,I.S. 303 - BROOKLYN,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,78540,209480,700.00,DSF: 0000890782
21,K303,I.S. 303 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,30800,30800,0.00,DSF: 0000912352
21,K303,I.S. 303 - BROOKLYN,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,1151920,3072378,0.00,DSF: 0000890782
21,K303,I.S. 303 - BROOKLYN,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE,Design,PNS,PNS,PNS,PNS,78540,57825,4821.00,DSF: 0000890782
21,K303,I.S. 303 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,PNS,PNS,PNS,PNS,2100,2100,0.00,DSF: 0000912352
21,K303,I.S. 303 - BROOKLYN,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE,Scope,Complete,01/04/2019,05/07/2019,03/26/2019,0,20715,1205.00,DSF: 0000890782
21,K303,I.S. 303 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,0.00,DSF: 0000912352
16,K304,YOUNG SCHOLARS ACADEMY - BKLN,SCA CIP,STRUCTURAL DEFECTS/EXT MASONRY,"CM, F&E",Complete,08/14/2017,11/06/2018,11/06/2018,264390,1131350,1123690.00,"DSF: 0000782597, 0000805894"
16,K304,YOUNG SCHOLARS ACADEMY - BKLN,SCA CIP,STRUCTURAL DEFECTS/EXT MASONRY,Construction,Complete,08/14/2017,11/06/2018,11/06/2018,4249125,4119014,3937765.00,"DSF: 0000782597, 0000805894"
16,K304,YOUNG SCHOLARS ACADEMY - BKLN,SCA CIP,STRUCTURAL DEFECTS/EXT MASONRY,Design,Complete,11/18/2014,04/22/2015,06/05/2015,226620,184561,182256.00,"DSF: 0000782597, 0000805894"
16,K304,YOUNG SCHOLARS ACADEMY - BKLN,SCA CIP,STRUCTURAL DEFECTS/EXT MASONRY,Scope,Complete,05/15/2014,09/30/2014,09/30/2014,56655,53181,52659.00,"DSF: 0000782597, 0000805894"
16,K304,BRIGHTER CHOICE COMMUN SCHL,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,226652,213812,213812.00,DSF: 0000868051
16,K304,BRIGHTER CHOICE COMMUN SCHL,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,53000,50000,50000.00,DSF: 0000867431
16,K304,BRIGHTER CHOICE COMMUN SCHL,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,44000,44000,0.00,DSF: 0000867431
16,K304,BRIGHTER CHOICE COMMUN SCHL,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,188320,188320,0.00,DSF: 0000868051
16,K304,BRIGHTER CHOICE COMMUN SCHL,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,3000,3000,0.00,DSF: 0000867431
16,K304,BRIGHTER CHOICE COMMUN SCHL,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,12840,12840,0.00,DSF: 0000868051
16,K304,BRIGHTER CHOICE COMMUN SCHL,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0.00,DSF: 0000867431
16,K304,BRIGHTER CHOICE COMMUN SCHL,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0.00,DSF: 0000868051
13,K305,P.S. 305 - BROOKLYN,SCA IEH,IEH PO18-RM 114,Construction,Complete,12/05/2018,IEH,12/10/2018,IEH,15341,0.00,DSF: 0000055326
13,K305,P.S. 305 - BROOKLYN,SCA IEH,"IEH PO18-RMS 304,306,308,310",Construction,In-Progress,03/28/2019,IEH,,IEH,0,0.00,DSF: 0000056990
19,K306,P.S. 306 - BROOKLYN,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,62000,62000,0.00,DSF: 0000889754
19,K306,P.S. 306 - BROOKLYN,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,89325,89325,0.00,DSF: 0000823018
19,K306,P.S. 306 - BROOKLYN,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,196000,196000,0.00,DSF: 0000890091
19,K306,P.S. 306 - BROOKLYN,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,51610,51610,0.00,DSF: 0000822373
19,K306,P.S. 306 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,"CM, F&E",PNS,PNS,PNS,PNS,79444,79444,26076.00,DSF: 0000868272
19,K306,P.S. 306 - BROOKLYN,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPALCEMENT,"CM, F&E",PNS,PNS,PNS,PNS,6000,6000,0.00,DSF: 0000912313
19,K306,P.S. 306 - BROOKLYN,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPALCEMENT,Construction,PNS,PNS,PNS,PNS,25889,25889,0.00,DSF: 0000912313
19,K306,P.S. 306 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,PNS,PNS,PNS,PNS,342785,342785,0.00,DSF: 0000868272
19,K306,P.S. 306 - BROOKLYN,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPALCEMENT,Design,In-Progress,02/20/2019,07/22/2019,,2444,2444,122.00,DSF: 0000912313
19,K306,P.S. 306 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,In-Progress,02/13/2019,07/16/2019,,32366,32366,12397.00,DSF: 0000868272
19,K306,P.S. 306 - BROOKLYN,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPALCEMENT,Scope,Complete,02/19/2019,06/19/2019,02/20/2019,667,31,31.00,DSF: 0000912313
19,K306,P.S. 306 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Scope,Complete,01/22/2019,05/22/2019,02/13/2019,8827,3099,3099.00,DSF: 0000868272
13,K307,P.S. 307 - BROOKLYN,DOE - Skilled Trades,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,10/04/2018,DOES,,DOES,19533,19533.00,DSF: 0000866833
13,K307,P.S. 307 - BROOKLYN,Fast Track Projects,RENOVATION OF CLASSROOM 332,Construction,In-Progress,11/20/2013,FTK,,FTK,344445,329772.00,DSF: 0000777217
13,K307,P.S. 307 - BROOKLYN,SCA CIP RESOA,FY19 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,"CM, F&E",PNS,PNS,PNS,PNS,29056,30000,934.00,DSF: 0000890783
13,K307,P.S. 307 - BROOKLYN,SCA CIP RESOA,FY19 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,Construction,PNS,PNS,PNS,PNS,426157,440000,0.00,DSF: 0000890783
13,K307,P.S. 307 - BROOKLYN,SCA CIP RESOA,FY19 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,Design,PNS,PNS,PNS,PNS,29056,28532,2098.00,DSF: 0000890783
13,K307,P.S. 307 - BROOKLYN,SCA CIP RESOA,FY19 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,Scope,PNS,PNS,PNS,PNS,0,524,524.00,DSF: 0000890783
16,K308,P.S. 308 - BROOKLYN,DOE - Skilled Trades,ACE4- INSTALLATION OF WIRELESS PNEUMATIC THERMOSTA,Construction,In-Progress,10/03/2017,DOES,,DOES,106187,106187.00,DSF: 0000850180
16,K308,P.S. 308 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,65684,61964,61964.00,DSF: 0000868059
16,K308,P.S. 308 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,52868,49868,49868.00,DSF: 0000867430
16,K308,P.S. 308 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,44000,44000,0.00,DSF: 0000867430
16,K308,P.S. 308 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,54560,54560,0.00,DSF: 0000868059
16,K308,P.S. 308 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,3000,3000,0.00,DSF: 0000867430
16,K308,P.S. 308 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,3720,3720,0.00,DSF: 0000868059
16,K308,P.S. 308 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0.00,DSF: 0000868059
16,K308,P.S. 308 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0.00,DSF: 0000867430
16,K309,P.S. 309 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,233200,220000,220000.00,DSF: 0000866694
16,K309,P.S. 309 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,193600,193600,0.00,DSF: 0000866694
16,K309,P.S. 309 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,13200,13200,0.00,DSF: 0000866694
16,K309,P.S. 309 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0.00,DSF: 0000866694
16,K309,P.S. 309 - BROOKLYN,SCA Furniture & Equi,FY19 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,62000,62000,0.00,DSF: 0000889755
16,K309,P.S. 309 - BROOKLYN,SCA IEH,IEH PO18-GYM OFFICE RM 108,Construction,Complete,01/29/2019,IEH,02/10/2019,IEH,15276,0.00,DSF: 0000056068
20,K310,P.S. 310 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,DIIT,,DIIT,189121,0.00,DSF: 0000776915
20,K310,P.S. 310 - BROOKLYN,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,137857,137857,0.00,DSF: 0000823204
22,K312,P.S. 312 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,DIIT,,DIIT,212059,0.00,DSF: 0000776916
22,K312,P.S. 312 - BROOKLYN,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,99243,99243,0.00,DSF: 0000823180
22,K312,P.S. 312 - BROOKLYN,DOE- RESOA,FY10 RESO A- AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,50000,0,0.00,DSF: 0000709494
22,K312,P.S. 312 - BROOKLYN,DOE- RESOA,FY16 RESO A FENCING,Construction,PNS,PNS,PNS,PNS,94000,0,0.00,DSF: 0000865843
22,K312,P.S. 312 - BROOKLYN,DOE- RESOA,FY14 RESO A LOW-VOLTAGE ELECTRICAL,Construction,In-Progress,06/18/2015,DOER,,150000,0,0.00,DSF: 0000798658
22,K312,P.S. 312 - BROOKLYN,DOE - Skilled Trades,WATER HEATERS,Construction,In-Progress,07/09/2015,DOES,,DOES,183980,183980.00,DSF: 0000799863
22,K312,P.S. 312 - BROOKLYN,DOE - Skilled Trades,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,01/23/2019,DOES,,DOES,849,849.00,DSF: 0000866834
22,K312,P.S. 312 - BROOKLYN,DOE - Skilled Trades,DUAL FUEL ACE PROGRAM,Construction,In-Progress,06/18/2015,DOES,,DOES,1461356,1461356.00,DSF: 0000782718
22,K312,P.S. 312 - BROOKLYN,Fast Track Projects,FY19 RESO A AUDITORIUM UPGRADE,Construction,PNS,FTK,FTK,FTK,FTK,140000,0.00,DSF: 0000890784
22,K312,P.S. 312 - BROOKLYN,SCA CIP,WATER PENETRATION,"CM, F&E",In-Progress,08/08/2017,08/07/2018,,209192,137307,134588.00,DSF: 0000828317
22,K312,P.S. 312 - BROOKLYN,SCA CIP,WATER PENETRATION,Construction,In-Progress,08/08/2017,08/07/2018,,902626,954359,587153.00,DSF: 0000828317
22,K312,P.S. 312 - BROOKLYN,SCA CIP,WATER PENETRATION,Design,Complete,01/18/2017,06/19/2017,05/17/2017,85226,79273,75674.00,DSF: 0000828317
22,K312,P.S. 312 - BROOKLYN,SCA CIP,WATER PENETRATION,Scope,Complete,01/12/2016,05/26/2016,12/09/2016,23244,52277,51908.00,DSF: 0000828317
22,K312,P.S. 312 - BROOKLYN,SCA CIP RESOA,FY16 RESO A LEARNING GARDEN,"CM, F&E",PNS,PNS,PNS,PNS,564360,564360,83106.00,DSF: 0000822797
22,K312,P.S. 312 - BROOKLYN,SCA CIP RESOA,FY16 RESO A LEARNING GARDEN,Construction,PNS,PNS,PNS,PNS,8277280,8277280,83295.00,DSF: 0000822797
22,K312,P.S. 312 - BROOKLYN,SCA CIP RESOA,FY16 RESO A LEARNING GARDEN,Design,In-Progress,11/07/2017,03/28/2018,,564360,576627,318376.00,DSF: 0000822797
22,K312,P.S. 312 - BROOKLYN,SCA CIP RESOA,FY16 RESO A LEARNING GARDEN,Scope,Complete,02/26/2016,05/25/2016,04/11/2016,0,140408,123408.00,DSF: 0000822797
22,K312,P.S. 312 - BROOKLYN,SCA IEH,IEH PO18-BOILER #2,Construction,In-Progress,03/21/2019,IEH,,IEH,500,0.00,DSF: 0000056933
13,K313,URBAN ASSEMBLY HS - BROOKLYN,DOE- RESOA,FY13 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,07/10/2018,DOER,,53081,53081,53081.00,DSF: 0000868077
20,K314,P.S. 506 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,DIIT,,DIIT,160686,0.00,DSF: 0000776918
20,K314,P.S. 503 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,DIIT,,DIIT,160686,0.00,DSF: 0000776917
20,K314,P.S. 503 - BROOKLYN,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,150000,150000,0.00,DSF: 0000890114
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,"CM, F&E",In-Progress,06/26/2017,12/17/2018,,507239,227527,213500.00,"DSF: 0000782731, 0000798566, 0000801066"
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Construction,In-Progress,06/26/2017,12/17/2018,,5623118,5558441,3760919.00,"DSF: 0000782731, 0000798566, 0000801066"
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Design,Complete,09/24/2014,03/02/2015,05/21/2015,338035,307063,271344.00,"DSF: 0000782731, 0000798566, 0000801066"
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Scope,Complete,12/12/2013,04/30/2014,08/18/2014,86501,64564,64564.00,"DSF: 0000782731, 0000798566, 0000801066"
20,K314,P.S. 506 - BROOKLYN,SCA CIP RESOA,FY19 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,31500,44638,467.00,DSF: 0000890794
20,K314,P.S. 503 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,159000,150000,150000.00,DSF: 0000866704
20,K314,P.S. 503 - BROOKLYN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",In-Progress,03/19/2018,03/18/2019,,77642,92040,91220.00,DSF: 0000822818
20,K314,P.S. 503 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,132000,132000,0.00,DSF: 0000866704
20,K314,P.S. 506 - BROOKLYN,SCA CIP RESOA,FY19 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,462000,654690,0.00,DSF: 0000890794
20,K314,P.S. 503 - BROOKLYN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Construction,In-Progress,03/19/2018,03/18/2019,,1138746,929092,236158.00,DSF: 0000822818
20,K314,P.S. 503 - BROOKLYN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Design,Complete,07/21/2017,12/07/2017,12/06/2017,77642,106251,105501.00,DSF: 0000822818
20,K314,P.S. 506 - BROOKLYN,SCA CIP RESOA,FY19 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,31500,18914,4509.00,DSF: 0000890794
20,K314,P.S. 503 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,9000,9000,0.00,DSF: 0000866704
20,K314,P.S. 503 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0.00,DSF: 0000866704
20,K314,P.S. 503 - BROOKLYN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Scope,Complete,08/12/2016,11/14/2016,10/31/2016,0,47599,47599.00,DSF: 0000822818
20,K314,P.S. 506 - BROOKLYN,SCA CIP RESOA,FY19 RESO A SUPPLEMENTAL COOLING,Scope,Complete,10/11/2018,12/11/2018,01/07/2019,0,12586,1127.00,DSF: 0000890794
14,K315,P.S. 17 - BROOKLYN,SCA CIP,STANDALONE GYM ANNEX,"CM, F&E",PNS,PNS,PNS,PNS,451140,451140,19190.00,DSF: 0000889554
14,K315,P.S. 17 - BROOKLYN,SCA CIP,STANDALONE GYM ANNEX,Construction,PNS,PNS,PNS,PNS,7250461,7250461,33562.00,DSF: 0000889554
14,K315,P.S. 17 - BROOKLYN,SCA CIP,STANDALONE GYM ANNEX,Design,In-Progress,08/01/2018,02/01/2019,,386691,386691,136611.00,DSF: 0000889554
14,K315,P.S. 17 - BROOKLYN,SCA CIP,STANDALONE GYM ANNEX,Scope,Complete,08/01/2018,08/01/2018,08/01/2018,96673,13328,7561.00,DSF: 0000889554
17,K316,P.S. 316 - BROOKLYN,DOE- RESOA,FY17 RESO A TOILETS-STUDENTS,Construction,In-Progress,03/27/2017,DOER,,150000,144509,144509.00,DSF: 0000844778
17,K316,P.S. 316 - BROOKLYN,DOE- RESOA,RESO A FENCING,Construction,In-Progress,05/23/2017,DOER,,101278,0,0.00,DSF: 0000845591
17,K316,P.S. 316 - BROOKLYN,SCA CIP,ROOFS,"CM, F&E",PNS,PNS,PNS,PNS,186550,186550,25926.00,DSF: 0000872925
17,K316,P.S. 316 - BROOKLYN,SCA CIP,ROOFS,Construction,PNS,PNS,PNS,PNS,2998124,2998124,13058.00,DSF: 0000872925
17,K316,P.S. 316 - BROOKLYN,SCA CIP,ROOFS,Design,Complete,07/30/2018,01/02/2019,02/08/2019,159900,123911,118226.00,DSF: 0000872925
17,K316,P.S. 316 - BROOKLYN,SCA CIP,ROOFS,Scope,Complete,02/27/2018,07/12/2018,07/19/2018,39975,59481,57120.00,DSF: 0000872925
17,K316,P.S. 316 - BROOKLYN,SCA Furniture & Equi,FY19 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,90000,90000,0.00,DSF: 0000889758
13,K317,P.S. 133 - BROOKLYN,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,35000,35000,0.00,DSF: 0000890046
13,K317,P.S. 133 - BROOKLYN,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,34736,34736,0.00,DSF: 0000823431
